AppNo,PDF,Fyr,State,FormV,Nickname,Status,ServiceCat,OrgName,Address1,Address2,City,ZipCode,ZCExt,Phone,PhoneExt,Email,Number,FCCRegNo,AppType,CFName,CMInitial,CLName,CEmail,CPhone,CPhoneExt,CDateTime,Enrollment,NSLPCount,NSLPPer,URStatus,COneRate,CTwoRate,VoiceRate,FundReqAmt,LastUpdate,Latitude,Longitude,CongDist,CatColor
181030665,http://publicdata.usac.org/SL/Prd/Form471/334256/181030665/Original/USAC_FCC_FORM_471_APPLICATION_181030665_CERTIFIED.pdf,2018,NC,Original,2018 Wireless for Rover,Certified,Category1,Fontana Regional Library,33 Fryemont Street,,Bryson City,28713,5667,828-488-2382,122,,127079,11780145,Library System,Charles,,Diede,cdiede@fontanalib.org,828-524-3600,,3/19/2018 18:29,"1,988","1,282",0.64,Rural,0.8,0.8,0,$383.90 ,3/19/2018 18:30,35.426136,-83.444659,Congressional District 11,1
181017445,http://publicdata.usac.org/SL/Prd/Form471/382095/181017445/Original/USAC_FCC_FORM_471_APPLICATION_181017445_CERTIFIED.pdf,2018,OK,Original,Carnegie Form 471,Certified,Category1,Carnegie Building,102 South State,,Wagoner,74467,,918-485-2741,,librarydirector@wagonerok.org,16045314,12041794,Library,Janie,,Barnett,librarydirector@wagonerok.org,918-485-2126,,3/22/2018 13:09,"2,256","1,637",0.73,Rural,0.8,0.8,0,$383.90 ,3/22/2018 13:10,35.9592281,-95.3724444,Congressional District 1,1
181042441,http://publicdata.usac.org/SL/Prd/Form471/331872/181042441/Original/USAC_FCC_FORM_471_APPLICATION_181042441_CERTIFIED.pdf,2018,NY,Original,FY2018Heuvelton,Certified,Category1,Heuvelton Central School Dist,Washington Street,,Heuvelton,13654,,315-344-2414,,,124652,12260980,School District,Jessica,A,Nilsen,jessica.nilsen@eratepartners.com,315-254-2022,,4/5/2018 23:35,566,294,0.52,Rural,0.8,0.8,0,$383.90 ,6/4/2018 13:51,44.6199949,-75.410316,Congressional District 21,1
181016349,http://publicdata.usac.org/SL/Prd/Form471/17003286/181016349/Original/USAC_FCC_FORM_471_APPLICATION_181016349_CERTIFIED.pdf,2018,MD,Original,AFYA Voice,Certified,Category1,Afya Baltimore Inc,5504 York Road,,Baltimore,21212,,410-736-8980,,wmckenna@afyabaltimore.org,17003286,21601281,School District,John,,Rossi,john@teletechassociates.com,516-868-5600,,3/2/2018 15:37,"1,439","1,285",0.89,Urban,0.9,0.85,0.1,$383.94 ,3/2/2018 15:37,39.3575692,-76.6104756,Congressional District 3,1
181010822,http://publicdata.usac.org/SL/Prd/Form471/312254/181010822/Original/USAC_FCC_FORM_471_APPLICATION_181010822_CERTIFIED.pdf,2018,CA,Original,IES1847101,Certified,Category1,Incarnation School,123 W Glenoaks Blvd,,Glendale,91202,2908,818-241-2269,,cboysen@incaschool.org,102328,62665330,School,Colby,,Boysen,cboysen@incaschool.org,818-241-2269,,2/21/2018 16:08,244,4,0.02,Urban,0.4,0.4,0,$383.95 ,2/21/2018 16:08,34.1598597,-118.2560171,Congressional District 28,1
181002326,http://publicdata.usac.org/SL/Prd/Form471/283264/181002326/Original/USAC_FCC_FORM_471_APPLICATION_181002326_CERTIFIED.pdf,2018,IL,Original,SS Peter & Paul 72391 FY18 Cat1,Certified,Category1,Ss Peter And Paul School,801 State St,,Alton,62002,6162,618-465-8711,,,72391,21472360,School,Steve,,Futrell,esf1@att.net,314-565-2988,,1/19/2018 10:20,63,3,0.05,Urban,0.4,0.4,0,$383.95 ,1/19/2018 10:21,38.8956697,-90.1894653,Congressional District 12,1
181035665,http://publicdata.usac.org/SL/Prd/Form471/271643/181035665/Original/USAC_FCC_FORM_471_APPLICATION_181035665_CERTIFIED.pdf,2018,WI,Original,470_FY2018,Certified,Category1,St Kilian Elementary School,245 High St,,Hartford,53027,1119,414-673-3081,,tejedam@archmil.org,60450,18241216,School,Jenny,,Trimberger,trimbergerj@stkiliancong.org,262-673-4831,116,3/21/2018 15:20,128,22,0.17,Urban,0.4,0.4,0,$383.95 ,3/21/2018 15:21,43.3226134,-88.3819644,Congressional District 5,1
181036924,http://publicdata.usac.org/SL/Prd/Form471/218569/181036924/Original/USAC_FCC_FORM_471_APPLICATION_181036924_CERTIFIED.pdf,2018,CT,Original,FY18_C1 471_St. Anthony_CT_5312,Certified,Category1,St Anthony School,55 Oak St,,Winsted,6098,1715,860-379-7521,,jscala257@aol.com,5312,25248758,School,Richard A,,Senturia,rsenturia@erateprogram.com,314-282-3665,,3/21/2018 21:48,174,12,0.07,Urban,0.4,0.4,0,$383.95 ,3/21/2018 21:49,41.9231075,-73.0642779,Congressional District 1,1
181011813,http://publicdata.usac.org/SL/Prd/Form471/312235/181011813/Original/USAC_FCC_FORM_471_APPLICATION_181011813_CERTIFIED.pdf,2018,CA,Original,SFP1847101,Certified,Category1,Ss Felicitas & Perpetua School,2955 Huntington Dr,,San Marino,91108,2222,626-796-8223,,,102309,25434218,School,Annette,,Early,annettee@ssfp.org,626-796-8223,115,3/7/2018 16:08,240,0,0,Urban,0.2,0.2,0,$383.98 ,3/7/2018 16:08,34.1271352,-118.0924677,Congressional District 27,1
181029071,http://publicdata.usac.org/SL/Prd/Form471/334440/181029071/Original/USAC_FCC_FORM_471_APPLICATION_181029071_CERTIFIED.pdf,2018,GA,Original,FY19 - 471 Internet Newborn,Certified,Category1,Newton County Library,"7116 Floyd Street, Ne",,Covington,30014,,770-787-3231,,,127265,11705571,Library System,John Carocci,,Carocci,erate@newtonlibrary.org,770-385-6821,,3/19/2018 15:03,"19,737","13,434",0.68,Urban,0.8,0.8,0,$384.00 ,3/19/2018 15:05,33.599275,-83.8392981,Congressional District 4,1
181034815,http://publicdata.usac.org/SL/Prd/Form471/384694/181034815/Original/USAC_FCC_FORM_471_APPLICATION_181034815_CERTIFIED.pdf,2018,PA,Original,BLHS-2018-C1-POTS,Certified,Category1,Boys' Latin Of Philadelphia Charter School,5501 Cedar Avenue,,Philadelphia,19143,,215-387-5149,,,16050077,19366210,School,Dave,,Miller,davemiller@advanedgesolutions.com,412-668-0785,,3/21/2018 11:47,456,404,0.89,Urban,0.9,0.85,0.1,$384.00 ,3/21/2018 11:48,39.9516659,-75.233437,Congressional District 2,1
181034956,http://publicdata.usac.org/SL/Prd/Form471/401867/181034956/Original/USAC_FCC_FORM_471_APPLICATION_181034956_CERTIFIED.pdf,2018,PA,Original,BLPMS-2018-C1-POTS,Certified,Category1,Boys Latin Of Philadelphia Charter School Middle,344 N. Felton Street,,Philadelphia,19139,,215-387-5149,,,16072407,22987937,School,Dave,,Miller,davemiller@advanedgesolutions.com,412-668-0785,,3/21/2018 12:12,374,293,0.78,Urban,0.9,0.85,0.1,$384.00 ,3/21/2018 12:13,39.9680604,-75.2445528,Congressional District 1,1
181033566,http://publicdata.usac.org/SL/Prd/Form471/382801/181033566/Original/USAC_FCC_FORM_471_APPLICATION_181033566_CERTIFIED.pdf,2018,AL,Original,some1819,Certified,Category1,Somerville Public Library,192 Broad Street,,Somerville,35670,,256-778-9779,,,16046502,5416847,Library,Karen,,Moody,kmoody@bham.lib.al.us,205-919-6878,,3/21/2018 16:46,"7,420","3,719",0.5,Rural,0.8,0.8,0,$384.00 ,3/21/2018 16:47,34.473684,-86.798897,Congressional District 5,1
181039305,http://publicdata.usac.org/SL/Prd/Form471/283496/181039305/Original/USAC_FCC_FORM_471_APPLICATION_181039305_CERTIFIED.pdf,2018,IL,Original,QP FCC Form 471 2018-19,Certified,Category1,Our Lady Queen Of Peace School,5915 N Belt W,,Belleville,62223,4222,618-234-1206,,,72634,11861333,School,Stacy,,Kinzinger,stacy.kinzinger@qofp.com,618-234-1206,,3/22/2018 15:19,182,25,0.14,Urban,0.4,0.4,0,$384.00 ,3/22/2018 15:20,38.5425592,-90.0379646,Congressional District 12,1
181003158,http://publicdata.usac.org/SL/Prd/Form471/344520/181003158/Original/USAC_FCC_FORM_471_APPLICATION_181003158_CERTIFIED.pdf,2018,KS,Original,21471-CAT 2,Certified,Category2,Crest Unified School Dist 479,603 East Broad St Po Box 305,,Colony,66015,,620-852-3540,,ltrabuc@usd479.org,137564,11768009,School District,Leanne,,Trabuc,ltrabuc@usd479.org,620-852-3540,,1/23/2018 13:22,221,102,0.46,Rural,0.7,0.7,0,$386.02 ,1/23/2018 13:22,38.0714014,-95.3634631,Congressional District 2,1
181009755,http://publicdata.usac.org/SL/Prd/Form471/219442/181009755/Original/USAC_FCC_FORM_471_APPLICATION_181009755_CERTIFIED.pdf,2018,CT,Original,18CTBY 471-C2,Certified,Category2,Canterbury School,103 Aspetuck Ave,,New Milford,6776,2825,860-355-3103,,,6208,13756143,School,Ian,,Starker,ian.starker@erateportal.com,203-445-9577,,2/15/2018 10:55,316,16,0.05,Urban,0.4,0.4,0,$386.50 ,2/15/2018 10:56,41.5870797,-73.4127137,Congressional District 5,1
181039706,http://publicdata.usac.org/SL/Prd/Form471/333886/181039706/Original/USAC_FCC_FORM_471_APPLICATION_181039706_CERTIFIED.pdf,2018,WV,Original,WV93-YR21,Certified,Category1,Mingo County Library System,Po Box 57,,Delbarton,25670,57,304-475-2749,,,126701,11863032,Library System,Judy,K,Rule,mingo.library@cabell.lib.wv.us,304-528-5700,,3/22/2018 15:45,"4,169","3,854",0.92,Rural,0.9,0.85,0.1,$387.24 ,3/22/2018 15:49,37.7106134,-82.1840444,Congressional District 3,1
181005705,http://publicdata.usac.org/SL/Prd/Form471/350159/181005705/Original/USAC_FCC_FORM_471_APPLICATION_181005705_CERTIFIED.pdf,2018,NM,Original,Internet DSL,Certified,Category1,Hagerman Municipal School Dist,406 North Cambridge,,Hagerman,88232,,575-752-3254,,,143351,9338500,School District,Dan,,Jennings,djennings@bobcat.net,575-752-3254,,2/1/2018 12:21,437,437,1,Rural,0.9,0.85,0.1,$388.69 ,2/1/2018 12:22,33.1183103,-104.3253556,Congressional District 2,1
181024295,http://publicdata.usac.org/SL/Prd/Form471/334976/181024295/Original/USAC_FCC_FORM_471_APPLICATION_181024295_CERTIFIED.pdf,2018,FL,Original,VerizonWirelessWiFI471LakeWalesYear21,Certified,Category1,Lake Wales Public Library,290 Cypress Garden Ln,,Lake Wales,33853,3744,863-519-7958,,gladys.roberts@mypclc.info,127822,9364068,Library,Gladys,,Roberts,lakwaleliberate@gmail.com,863-519-7958,,3/21/2018 15:41,"93,451","82,892",0.89,Urban,0.9,0.85,0.1,$389.34 ,3/21/2018 15:43,27.9038031,-81.5863634,Congressional District 9,1
181030029,http://publicdata.usac.org/SL/Prd/Form471/335361/181030029/Original/USAC_FCC_FORM_471_APPLICATION_181030029_CERTIFIED.pdf,2018,TN,Original,18-19 RRRL 471,Certified,Category1,Red River Regional Library,1753 Alpine Dr Ste A,,Clarksville,37040,6865,931-645-9531,,caitlyn.haley@tn.gov,128214,12043469,Library,Caitlyn,,Haley,caitlyn.haley@tn.gov,931-645-0694,,3/19/2018 15:15,"34,175","17,386",0.51,Urban,0.8,0.8,0,$389.66 ,3/19/2018 15:16,36.5542516,-87.3286216,Congressional District 7,1
181013757,http://publicdata.usac.org/SL/Prd/Form471/285014/181013757/Original/USAC_FCC_FORM_471_APPLICATION_181013757_CERTIFIED.pdf,2018,MO,Original,2018-471-TorahPrepGirls-MO-74216,Certified,Category1,Torah Prep School,8659 Olive Blvd,,Saint Louis,63132,2503,314-569-2929,,,74216,14507016,School,Richard A,,Senturia,rsenturia@erateprogram.com,314-282-3665,,2/27/2018 14:36,120,37,0.31,Urban,0.5,0.5,0,$390.00 ,2/27/2018 14:36,38.676539,-90.359061,Congressional District 1,1
181038211,http://publicdata.usac.org/SL/Prd/Form471/276463/181038211/Original/USAC_FCC_FORM_471_APPLICATION_181038211_CERTIFIED.pdf,2018,MN,Original,Internet 2018-ARVIG,Certified,Category1,St Marys Catholic School,320 5th Ave Se,,Melrose,56352,1430,320-256-4257,,,65394,11857844,School,Autumn,,Nelson,anelson@stmarysofmelrose.com,320-256-4257,,3/22/2018 10:33,130,22,0.17,Rural,0.5,0.5,0,$390.00 ,3/22/2018 10:34,45.6782532,-94.8077235,Congressional District 7,1
181013087,http://publicdata.usac.org/SL/Prd/Form471/384178/181013087/Original/USAC_FCC_FORM_471_APPLICATION_181013087_CERTIFIED.pdf,2018,AZ,Original,PVS // FY2018 // 1000vA UPS,Certified,Category2,Prescott Valley Charter School,9500 Lorna Lane,,Prescott Valley,86314,,928-772-8744,,,16049140,17998071,School,Jonah,,Vantuyl,jvt@prescottvalleyschools.com,928-772-8744,,2/23/2018 17:28,268,214,0.8,Rural,0.9,0.85,0.1,$391.00 ,2/23/2018 17:29,34.5821196,-112.2998638,Congressional District 4,1
181035262,http://publicdata.usac.org/SL/Prd/Form471/402314/181035262/Original/USAC_FCC_FORM_471_APPLICATION_181035262_CERTIFIED.pdf,2018,NC,Original,Braswell Mem Library ITS 2018,Certified,Category1,North Carolina Office Of Information Technology Services,3700 Wake Forest Road,Po Box 17209,Raleigh,27619,7209,919-754-6347,,,162994,11654100,Consortium,Brian,,Davidson,bdavidson@braswell-library.org,704-366-8990,,3/21/2018 13:14,"15,489","12,527",0.81,Rural,0.9,0.85,0.1,$391.25 ,3/21/2018 13:15,35.833044,-78.615133,Congressional District 4,1
181040817,http://publicdata.usac.org/SL/Prd/Form471/259932/181040817/Original/USAC_FCC_FORM_471_APPLICATION_181040817_CERTIFIED.pdf,2018,OH,Original,St Bridget FY18 471 Cat 2,Certified,Category2,St Bridget Of Kildare School,5620 Hauserman Rd,,Parma,44130,1666,440-886-1468,,grantgermann@e-rateconnection.com,48039,12949129,School,Grant,,Germann,grantgermann1@e-rateconnection.com,740-656-0117,,3/22/2018 19:17,211,52,0.25,Urban,0.5,0.5,0,$391.92 ,3/22/2018 19:18,41.4083668,-81.7595527,Congressional District 9,1
181008674,http://publicdata.usac.org/SL/Prd/Form471/275363/181008674/Original/USAC_FCC_FORM_471_APPLICATION_181008674_CERTIFIED.pdf,2018,MN,Original,Firewall,Certified,Category2,Holy Trinity School District,110 Winsted Ave W,,Winsted,55395,,320-485-2182,,httechnology@tds.net,64249,11766227,School District,Peggy,,Lenz,httechnology@tds.net,320-485-2182,5653,3/19/2018 14:35,143,31,0.22,Rural,0.6,0.6,0,$393.00 ,3/19/2018 14:36,44.9657394,-94.0475732,Congressional District 7,1
181040882,http://publicdata.usac.org/SL/Prd/Form471/348752/181040882/Original/USAC_FCC_FORM_471_APPLICATION_181040882_CERTIFIED.pdf,2018,TX,Original,Lockney Voice,Certified,Category1,Lockney Indep School District,416 W Willow St,,Lockney,79241,,806-652-2104,,cotham.phil@lockneyisd.net,141911,6423966,School District,Phil,,Cotham,cotham.phil@lockneyisd.net,806-652-2104,,3/22/2018 19:31,456,455,1,Rural,0.9,0.85,0.1,$393.12 ,3/22/2018 19:33,34.1205638,-101.4460261,Congressional District 13,1
181031913,http://publicdata.usac.org/SL/Prd/Form471/335851/181031913/Original/USAC_FCC_FORM_471_APPLICATION_181031913_CERTIFIED.pdf,2018,MS,Original,Cspire 2018,Certified,Category1,Amite County School District,533 S Maggie St,,Liberty,39645,,601-657-4361,,rmatthews@amite.k12.ms.us,128716,12227195,School District,Randy,,Mounger,rmounger@amite.k12.ms.us,601-502-4941,,3/21/2018 10:06,"1,046",902,0.86,Rural,0.9,0.85,0.1,$393.26 ,3/21/2018 10:07,31.1528434,-90.8017088,Congressional District 3,1
181016117,http://publicdata.usac.org/SL/Prd/Form471/344391/181016117/Original/USAC_FCC_FORM_471_APPLICATION_181016117_CERTIFIED.pdf,2018,MO,Original,2018 Category One,Certified,Category1,Success School District R 6,10341 Highway 17,,Success,65570,,417-967-2597,,,137434,12027538,School District,David,,Russell,drussell@success.k12.mo.us,417-967-2597,,3/2/2018 13:44,100,100,1,Rural,0.9,0.85,0.1,$393.55 ,3/2/2018 13:45,37.426744,-92.0849517,Congressional District 8,1
181010503,http://publicdata.usac.org/SL/Prd/Form471/401968/181010503/Original/USAC_FCC_FORM_471_APPLICATION_181010503_CERTIFIED.pdf,2018,TX,Original,Sterling County Public Library_C1_2018,Certified,Category1,Sterling County Public Library,301 Main St,,Sterling City,76951,,325-378-2212,,stcolib@verizon.net,16075849,23288038,Library,Jessica,,Flores,stcolib@verizon.net,325-378-2212,,3/16/2018 11:55,624,233,0.37,Rural,0.7,0.7,0,$394.63 ,3/16/2018 11:56,31.83553,-100.987287,Congressional District 11,1
181020124,http://publicdata.usac.org/SL/Prd/Form471/17000574/181020124/Original/USAC_FCC_FORM_471_APPLICATION_181020124_CERTIFIED.pdf,2018,IL,Original,STJAMESAHSCAT118 St James School - Arlington Heights,Certified,Category1,The Catholic Bishop Of Chicago,835 N. Rush,,Chicago,60611,,312-534-8200,,theresa.allen@archchicago.org,17000574,24919029,School District,Jessica,,Martens,jmartens@colemangroupconsulting.com,312-850-4134,,3/17/2018 17:58,"50,231","12,701",0.25,Urban,0.5,0.5,0,$395.70 ,3/17/2018 17:59,41.8977219,-87.6258565,Congressional District 7,1
181030501,http://publicdata.usac.org/SL/Prd/Form471/278601/181030501/Original/USAC_FCC_FORM_471_APPLICATION_181030501_CERTIFIED.pdf,2018,MT,Original,2018 Galata C-2 471,Certified,Category2,Galata Elementary School,"Po Box 76, 10 Division Avenue",,Galata,59444,,406-432-2123,,,67590,13491063,School,John,W,Hughes Iv,info@newhopetech.net,919-968-4332,,3/19/2018 17:05,5,1,0.2,Rural,0.6,0.6,0,$396.00 ,3/19/2018 17:05,48.4755752,-111.3526944,Congressional District (at Large),1
181038131,http://publicdata.usac.org/SL/Prd/Form471/351909/181038131/Original/USAC_FCC_FORM_471_APPLICATION_181038131_CERTIFIED.pdf,2018,OR,Original,SPR TELCOM 18-19,Certified,Category1,Spray School District 1,East Pine & Highway 19,,Spray,97874,,541-468-2226,,,145145,13051354,School District,Kim,,Domenighini,kdomenig@spray.k12.or.us,541-384-2732,,3/22/2018 13:15,50,50,1,Rural,0.9,0.85,0.1,$396.17 ,3/22/2018 13:17,,,,1
181029059,http://publicdata.usac.org/SL/Prd/Form471/398204/181029059/Original/USAC_FCC_FORM_471_APPLICATION_181029059_CERTIFIED.pdf,2018,IL,Original,471 218,Certified,Category1,J.P.E  Day Care Center,8625 Cottage Grove,,Chicago,60619,,773-994-1300,,,16075189,26124032,School,Jacquelyn,,Curington,jpc@academyofjpe.org,708-903-0492,,3/19/2018 10:21,29,23,0.79,Urban,0.9,0.85,0.1,$396.43 ,3/19/2018 10:22,41.737672,-87.604472,Congressional District 1,1
181035631,http://publicdata.usac.org/SL/Prd/Form471/348600/181035631/Original/USAC_FCC_FORM_471_APPLICATION_181035631_CERTIFIED.pdf,2018,TX,Original,CENTRAL TEXAS LIBRARY SYSTEM FY2018,Certified,Category1,Central Texas Library System,5806 Mesa Dr,Suite 375,Austin,78731,,512-583-0704,,laurie.mahaffey@ctls.net,141757,18752048,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/21/2018 14:31,"81,898","43,482",0.53,Urban,0.8,0.8,0,$396.67 ,3/21/2018 14:32,30.3421244,-97.7712091,Congressional District 25,1
181036260,http://publicdata.usac.org/SL/Prd/Form471/352740/181036260/Original/USAC_FCC_FORM_471_APPLICATION_181036260_CERTIFIED.pdf,2018,MT,Original,"First 471, 2018",Certified,Category1,Twin Bridges Public Library,206 S. Main,,Twin Bridges,59754,,406-684-5416,,twin@3rivers.net,148552,11795192,Library,Brenda,,Pollorena,twin@3rivers.net,406-684-5416,,3/22/2018 18:16,221,65,0.29,Rural,0.6,0.6,0,$396.94 ,3/22/2018 18:18,45.5374611,-112.3304609,Congressional District (at Large),1
181005813,http://publicdata.usac.org/SL/Prd/Form471/282277/181005813/Original/USAC_FCC_FORM_471_APPLICATION_181005813_CERTIFIED.pdf,2018,IL,Original,18- ROSCOE- 471 (CAT 2),Certified,Category2,Roscoe Branch Library,5562 Clayton Circle,,Roscoe,61073,,815-623-6266,,,71374,13489877,Library,Kerri,L,Dillon,kdillon@e-ratecentral.com,516-801-7808,,3/14/2018 11:38,"1,638",395,0.24,Urban,0.5,0.5,0,$399.30 ,3/14/2018 11:39,42.4298746,-89.0082686,Congressional District 16,1
181010395,http://publicdata.usac.org/SL/Prd/Form471/395304/181010395/Original/USAC_FCC_FORM_471_APPLICATION_181010395_CERTIFIED.pdf,2018,DC,Original,DC SCHOLARS-2018-C1-INTERNET-VERIZON,Certified,Category1,Dc Scholars Public Charter School,"5601 East Capitol Street, Se",,Washington,20019,,202-870-1753,,smann@dcscholars.org,16069398,25770991,School,Dave,,Miller,davemiller@advanedgesolutions.com,412-668-0785,,2/17/2018 9:57,515,471,0.91,Urban,0.9,0.85,0.1,$399.49 ,2/17/2018 9:58,38.8893227,-76.9216306,Delegate District (at Large),1
181038072,http://publicdata.usac.org/SL/Prd/Form471/348262/181038072/Original/USAC_FCC_FORM_471_APPLICATION_181038072_CERTIFIED.pdf,2018,TX,Original,Dime Box Category 1 2018-19,Certified,Category1,Dime Box Indep School District,200 Stephen F Austin Blvd,,Dime Box,77853,,409-884-2324,,drains@dimeboxisd.net,141409,14184022,School District,Nicholas,,West,nwest@dimeboxisd.net,979-884-2324,1006,3/22/2018 10:34,188,188,1,Rural,0.9,0.85,0.1,$400.39 ,3/22/2018 10:35,30.3560133,-96.8246019,Congressional District 10,1
181015120,http://publicdata.usac.org/SL/Prd/Form471/402053/181015120/Original/USAC_FCC_FORM_471_APPLICATION_181015120_CERTIFIED.pdf,2018,FL,Original,WS12121819FR,Certified,Category1,School Board Of Bradford County,501 W. Washington Street,,Starke,32091,2610,904-966-6003,,,127570,11630860,School District,Melissa,,Underhill,underhill.melissa@mybradford.us,904-966-6005,,2/28/2018 15:48,"3,265","3,138",0.96,Rural,0.9,0.85,0.1,$400.94 ,2/28/2018 15:49,29.9508596,-82.1118673,Congressional District 3,1
181036430,http://publicdata.usac.org/SL/Prd/Form471/17000590/181036430/Original/USAC_FCC_FORM_471_APPLICATION_181036430_CERTIFIED.pdf,2018,CT,Original,2018 471 Great Oaks Bridgeport - phone,Certified,Category1,Great Oaks Charter School-Bridgeport,510 Barnum Ave,,Bridgeport,6608,2400,203-870-8188,,jwalters@greatoakscharter.org,17000590,25131780,School,Kristin,,Sniecinski,kristin@erateadvantage.com,908-894-3114,,3/21/2018 17:00,400,400,1,Urban,0.9,0.85,0.1,$401.40 ,3/21/2018 17:01,41.1867196,-73.1795916,Congressional District 4,1
181034613,http://publicdata.usac.org/SL/Prd/Form471/335849/181034613/Original/USAC_FCC_FORM_471_APPLICATION_181034613_CERTIFIED.pdf,2018,MS,Original,1819471NHDATA,Certified,Category1,Lincoln Lawrence Franklin Reg Lib,100 S Jackson St,,Brookhaven,39601,,601-833-3369,,hledet@llf.lib.ms.us,128714,11856994,Library System,Katrina,,Castilaw,kcastilaw@llf.lib.ms.us,601-833-3369,,3/21/2018 11:45,"2,942","2,136",0.73,Rural,0.8,0.8,0,$402.05 ,3/21/2018 11:46,31.5798468,-90.4447983,Congressional District 3,1
181032456,http://publicdata.usac.org/SL/Prd/Form471/17000574/181032456/Original/USAC_FCC_FORM_471_APPLICATION_181032456_CERTIFIED.pdf,2018,IL,Original,STJOHNBRESCAT218 St John Brebeuf School - Niles,Certified,Category2,The Catholic Bishop Of Chicago,835 N. Rush,,Chicago,60611,,312-534-8200,,theresa.allen@archchicago.org,17000574,24919029,School District,Jessica,,Martens,jmartens@colemangroupconsulting.com,312-850-4134,,3/21/2018 21:01,"50,231","12,701",0.25,Urban,0.5,0.5,0,$402.38 ,3/21/2018 21:02,41.8977219,-87.6258565,Congressional District 7,1
181038507,http://publicdata.usac.org/SL/Prd/Form471/335772/181038507/Original/USAC_FCC_FORM_471_APPLICATION_181038507_CERTIFIED.pdf,2018,MS,Original,SDSD_Cellular_2018,Certified,Category1,South Delta School District,106 Athletic Drive,,Rolling Fork,39159,,662-873-6225,,rscott@southdelta.k12.ms.us,128635,12066734,School District,Randy,,Scott,rscott@southdelta.k12.ms.us,662-873-6225,,3/22/2018 11:36,904,904,1,Rural,0.9,0.85,0.1,$402.98 ,3/22/2018 11:37,32.8998038,-90.8787975,Congressional District 2,1
181019789,http://publicdata.usac.org/SL/Prd/Form471/342472/181019789/Original/USAC_FCC_FORM_471_APPLICATION_181019789_CERTIFIED.pdf,2018,IL,Original,BerwynNorthC1471y21,Certified,Category1,Berwyn North Sd 98,6633 16th Street,,Berwyn,60402,1320,708-484-6200,,,135488,11885662,School District,Betty,,Erdman,betty@telesolutionsconsultants.com,630-351-6200,,3/8/2018 14:48,"3,024","2,589",0.86,Urban,0.9,0.85,0.1,$403.20 ,3/8/2018 14:49,41.8581802,-87.7906195,Congressional District 4,1
181011696,http://publicdata.usac.org/SL/Prd/Form471/364580/181011696/Original/USAC_FCC_FORM_471_APPLICATION_181011696_CERTIFIED.pdf,2018,PA,Original,MULTICULTURAL-2018-C1-VOICE,Certified,Category1,Multicultural Academy Charter School,3821 N Broad St,,Philadelphia,19140,,215-227-0513,,stewart@macs.k12.pa.us,221994,11843281,School,Dave,,Miller,davemiller@advanedgesolutions.com,412-668-0785,,2/21/2018 10:40,279,279,1,Urban,0.9,0.85,0.1,$403.32 ,2/21/2018 10:41,40.0114418,-75.1503805,Congressional District 2,1
181031602,http://publicdata.usac.org/SL/Prd/Form471/335775/181031602/Original/USAC_FCC_FORM_471_APPLICATION_181031602_CERTIFIED.pdf,2018,MS,Original,Cellular 2018-19,Certified,Category1,Yazoo City Municipal Sch Dist,1133 Calhoun Ave,,Yazoo City,39194,,662-746-7642,,dparker@yazoocity.k12.ms.us,128638,11681194,School District,Adrienne,D,Parker,dparker@yazoocity.k12.ms.us,662-746-7642,,3/20/2018 11:19,"2,415","2,415",1,Rural,0.9,0.85,0.1,$403.54 ,3/20/2018 11:20,32.8628669,-90.4029664,Congressional District 2,1
181031466,http://publicdata.usac.org/SL/Prd/Form471/17000358/181031466/Original/USAC_FCC_FORM_471_APPLICATION_181031466_CERTIFIED.pdf,2018,FL,Original,LHA_2018-19_471 #2,Certified,Category1,"Lighthouse Academies, Inc.","29140 Chapel Park Drive, Building 5-A",,Wesley Chapel,33543,,813-922-1933,,melissa@garbercg.com,17000358,26152553,Consortium,Melissa,,Garber,melissa@garbercg.com,518-588-5575,,3/20/2018 10:47,"2,049","1,720",0.84,Urban,0.9,0.85,0.1,$404.93 ,3/20/2018 10:48,28.239902,-82.332452,Congressional District 12,1
181009434,http://publicdata.usac.org/SL/Prd/Form471/352223/181009434/Original/USAC_FCC_FORM_471_APPLICATION_181009434_CERTIFIED.pdf,2018,WA,Original,OCS471CL2018,Certified,Category1,Onion Creek School District 30,2006 Lotze Creek Rd,,Colville,99114,8602,509-732-4240,,,145463,6772271,School District,Joel,,Anderson,janderson@ocsd30.org,509-732-4240,,2/14/2018 13:19,40,36,0.9,Rural,0.9,0.85,0.1,$405.97 ,2/14/2018 13:20,48.7834156,-117.8093004,Congressional District 5,1
181037818,http://publicdata.usac.org/SL/Prd/Form471/217894/181037818/Original/USAC_FCC_FORM_471_APPLICATION_181037818_CERTIFIED.pdf,2018,VT,Original,Switch Upgrade,Certified,Category2,Waits River Valley School,6 Waits River Valley School Road,,East Corinth,5040,,802-439-5534,111,,4629,13177548,School,Steve,,Ligett,sligett@wrvschool.org,802-439-5534,111,3/22/2018 11:42,246,246,1,Rural,0.9,0.85,0.1,$406.51 ,3/22/2018 11:43,43.97814,-72.1128432,Congressional District (at Large),1
